,train_auc,test_auc
80,0.7670611007707924,0.7671053195152147
81,0.7666943235909018,0.7669107124501782
82,0.7690814609857308,0.7696506794849348
83,0.7663048862746931,0.7664657526273589
84,0.7684934705399736,0.7686726618086605
85,0.7660392148526729,0.765957790280289
86,0.7690166269598383,0.7691249954046923
87,0.7670249276115497,0.7674224716684005
88,0.7658694719888985,0.7658161791920362
89,0.7674640413469855,0.7677345419216912
90,0.7704423417453151,0.7703884235918492
91,0.76958930880864,0.7700117134257728
92,0.7687765891770101,0.7695119838567978
93,0.764950143051622,0.7653570780166855
94,0.7682056655893965,0.7681926517014593
95,0.7674406928949762,0.7676594510215612
96,0.7693289911829422,0.769433698289272
97,0.7689199048643653,0.7693724366924962
98,0.7685154173565633,0.7684840663454447
99,0.768252270251248,0.7684542855997087
100,0.767319190718594,0.7677567617670195
101,0.7665670291496683,0.7663700061179237
102,0.7673711753855454,0.76821211037197
103,0.7682516997500353,0.7687196795370766
104,0.7689553034780838,0.7688816705059356
105,0.7674196479512893,0.767901314200123
106,0.7668076023825947,0.7665235109861424
107,0.7683078286657247,0.7683415076508052
108,0.7682318100269787,0.7683500639369325
109,0.7659287364677211,0.7662267427037
110,0.7690760080143031,0.7685451258775892
111,0.765965382226004,0.7667376205108856
112,0.7686731375744352,0.7691160758114738
113,0.7686461490573735,0.768427809505915
114,0.762907751983797,0.7631963379946606
115,0.7689508616699336,0.7691241139936557
116,0.7674658511051254,0.7670620767633527
117,0.7704538646627964,0.7707512531966575
118,0.7694615983570492,0.7691100900943882
119,0.7635434413703771,0.763878809700466
120,0.7681833308465302,0.7685491322820905
121,0.7690996745744973,0.7691359749317247
122,0.7681915630735563,0.7686175730561656
123,0.768255131315511,0.7681394576501814
124,0.7676697788980021,0.7678276666041709
125,0.768116288384485,0.7679668245766462
126,0.7665004441137587,0.7669763109166494
127,0.7686836641492141,0.7689907506209338
128,0.7657095509383742,0.7660536248796722
129,0.76054113356136,0.7602084195484285
130,0.7670438898552961,0.7677235733419576
131,0.767545025219311,0.767632244323448
132,0.7635597087130552,0.7635798709881071
133,0.768889195110053,0.7687435591770939
134,0.7685212547877986,0.7685550040244932
135,0.7677281655191636,0.7681599699214878
136,0.7683032664972304,0.7686029360058428
137,0.7682724866065929,0.7684248462664662
138,0.7691578615384193,0.76924652372408
139,0.7686288670508525,0.7686021207901562
140,0.7672412239584568,0.7675902393325519
141,0.7685271989976399,0.7679126829189817
142,0.7671465176089309,0.7675924754462622
143,0.7695271548291441,0.7691321671132735
144,0.7671294425108204,0.7676780760603684
145,0.7682018748522872,0.7682588926823019
146,0.767845958767101,0.7686160784940737
147,0.7676562033081564,0.7681669982920699
148,0.7684186144071251,0.7689844896867051
149,0.7682865761771609,0.7682889745299158
150,0.7695847390707414,0.7695497808901175
151,0.7696839760041162,0.7704167391388093
152,0.7684739213491771,0.7684322419342767
153,0.7693855519183597,0.7693594410208455
154,0.7680242124938035,0.767881359831821
155,0.7671305222533537,0.767615539870593
156,0.7686516304652111,0.7695748320957504
157,0.7693392827311336,0.7699746141548758
158,0.770106876723828,0.7699623346616643
159,0.7680018211963503,0.7685203613479543
160,0.7693789550804079,0.7692377877794756
161,0.7692985335034248,0.7693173623658813
162,0.7681610918123003,0.7685561681213908
163,0.7675972964098013,0.7677200885199825
164,0.7691386683710206,0.7691876231629967
165,0.7688922545586231,0.7691303346172694
166,0.7665351442624199,0.7664649593062705
167,0.76908517592651,0.7691174345042847
168,0.7681118664886412,0.7682328207177703
169,0.7669448648879669,0.7676179820390715
170,0.7704559884261857,0.7709538616118415
171,0.7696871956035465,0.7692027743271277
172,0.768547460201136,0.7684883001877562
173,0.7694254630789233,0.7695054108733917
174,0.7694148995436311,0.7698940407041694
175,0.7689802219222439,0.7693291864719164
176,0.7666199134959862,0.7673153345455083
177,0.7661515724956234,0.7662829955530925
178,0.7676514948887734,0.768148681823859
179,0.7669416588702752,0.7672986997665844
180,0.766570217164453,0.7668709510417104
181,0.7686197082992158,0.7688778407928863
182,0.7662049224739473,0.766283568393533
183,0.7699567370595712,0.7702820170732766
184,0.7666358633669462,0.7668676314523324
185,0.7688898673322365,0.7695884518657556
186,0.7668524974161112,0.7667419683278801
187,0.7671546670725928,0.7672759473914308
188,0.7684727098921935,0.768712019599422
189,0.7677973718533473,0.767754342004695
190,0.7694470883208593,0.769577395196074
191,0.767197522060784,0.7677853565212596
192,0.7684809936161715,0.7688123781956961
193,0.7660205931411865,0.7662666877607819
194,0.7691287767396785,0.7690203074074407
195,0.7666955075661751,0.7672752974083413
196,0.7657757556515075,0.7654478302046178
197,0.7683368976550943,0.7685440538607765
198,0.7639395522755674,0.7647567624136263
