,train_auc,test_auc
0,0.769389961823631,0.7692762566904827
1,0.7690142444728534,0.7694427243884553
2,0.7674837791250524,0.76787805865846
3,0.7695129989410495,0.7687629660781345
4,0.7690611274523735,0.769235081341153
5,0.7677723340035423,0.7679461027719907
6,0.7688544257797665,0.7696549058585284
7,0.7700601153775851,0.7699814001502117
8,0.7675838626496759,0.767605647297809
9,0.7667126357183072,0.7666346988142879
10,0.7688399403952844,0.76925355956338
11,0.7670887678406052,0.7679300851342592
12,0.7691714301953272,0.7696301263914576
13,0.766244114018311,0.7667173212515095
14,0.7676295477539509,0.7675542633363812
15,0.766921571399378,0.7671713071735121
16,0.7679191052716148,0.7680425948231815
17,0.7648692485914619,0.7653008983198049
18,0.7687485139844774,0.7688419384607837
19,0.7688740845791712,0.7685848947547751
20,0.7667553109615648,0.7673720318347783
21,0.7682542063820664,0.768927171777662
22,0.7694840386055884,0.769077871170311
23,0.7695242852407775,0.7698227541439098
24,0.7697178984249209,0.7700749762297306
25,0.7692424756787604,0.7695454733837378
26,0.7684661079966069,0.768718688141494
27,0.7685157038801023,0.7689201727703957
28,0.7682818762818817,0.7681311218447026
29,0.768862561979923,0.7686093840672666
30,0.7696715644772376,0.7693562976113635
31,0.768067826252244,0.7688441088907001
32,0.7677317266055536,0.7677276897310051
33,0.768157356356845,0.7677854555585066
34,0.7683409022676482,0.7685846304849309
35,0.7677529048548569,0.767919619721035
36,0.7651392357671865,0.7654932727497119
37,0.7689331503554537,0.7694920628419488
38,0.7679955418301171,0.767760819429435
39,0.7671376488473022,0.7677139450390178
40,0.7669799112629895,0.7674411554338395
41,0.7681084993653896,0.7676387217481878
42,0.7684781101278328,0.7688618156864367
43,0.7662011806879244,0.7665780199410351
44,0.7682594439209799,0.7684953947536886
45,0.7684514059066778,0.7691388321767646
46,0.7683180778775344,0.7688800331174007
47,0.7674709983112704,0.7678257276022016
48,0.7644556696042494,0.7652771804338037
49,0.7685356018090294,0.768960863369233
50,0.7682635960573552,0.7682714732773914
51,0.7671023775609621,0.7670685651353917
52,0.7678585361389412,0.7683271866397969
53,0.767930789294656,0.7680567580703109
54,0.7690613526819243,0.7694912988841764
55,0.7660564728439525,0.7670385863151616
56,0.7691175081246244,0.7688459851759002
57,0.7687473151545328,0.768551335553904
58,0.7689422914224165,0.7692105885500804
59,0.7687911807036314,0.7688921140245618
60,0.7685746692083467,0.7684191288093617
61,0.7681826955848605,0.7681984975591268
62,0.7690732098010981,0.7691829414022269
63,0.766970876656399,0.767264754852468
64,0.7693004456190019,0.7689138053302018
65,0.7668730723066234,0.767306161629745
66,0.7665564883566847,0.7672068825190013
67,0.7684561702441811,0.7687586113039778
68,0.7682675804393696,0.7684184604102554
69,0.7671155987185757,0.7674020952663752
70,0.7687756907705763,0.768967513495288
71,0.7688198308185451,0.7687235241875618
72,0.767037540989204,0.7677366571035563
73,0.7682860960087167,0.7683531043190301
74,0.7703490850275957,0.7705506902894073
75,0.7692572772620276,0.7689564274622903
76,0.7680644967259724,0.7682234347900767
77,0.7670946188535794,0.7671141176650319
78,0.7685575404197484,0.7686648072750928
79,0.7668053585770945,0.7670720574260848
